,categoryName,categoryId,categoryUrl,foodImageUrl,recipeDescription,recipePublishday,shop,pickup,recipeId,nickname,smallImageUrl,recipeMaterial,recipeIndication,recipeCost,rank,recipeUrl,mediumImageUrl,recipeTitle,category,和食,洋食,中華,他,genre
65,その他の食材,13.0,https://recipe.rakuten.co.jp/category/13/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/427eb3fb6637ba6c0847209599d099ca01991995.40.2.3.2.jpg,"柚子が手に入れば是非！
甘酸っぱさといい香りで箸がとまりません。
たくさんある大根の消費にも。さっぱりとした薄味なので、もりもりたくさん食べちゃえます。",2017/02/09 18:51:57,0,1,1590008974,もちゃ子,https://image.space.rakuten.co.jp/d/strg/ctrl/3/427eb3fb6637ba6c0847209599d099ca01991995.40.2.3.2.jpg?thum=55,"['大根', 'ゆずの皮', '塩', '砂糖', '酢', '（酢の一部をゆず果汁に置き換えても。']",1時間以上,100円以下,2,https://recipe.rakuten.co.jp/recipe/1590008974/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/427eb3fb6637ba6c0847209599d099ca01991995.40.2.3.2.jpg?thum=54,箸がとまらない！ポリ袋でゆず大根,2.0,1.0,0.0,0.0,0.0,1
66,その他の食材,13.0,https://recipe.rakuten.co.jp/category/13/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/202b54adc381e92efb7d963c641da425f222019a.90.2.3.2.jpg,ほっとする定番の味です。,2011/02/27 20:32:56,0,1,1320000884,ずくなしマミー,https://image.space.rakuten.co.jp/d/strg/ctrl/3/202b54adc381e92efb7d963c641da425f222019a.90.2.3.2.jpg?thum=55,"['大根（1-1.5cmの角切り）', 'こんにゃく（小さめのひと口大にちぎる）', '☆だし', '☆しょうゆ', '☆みりん', '☆酒', '☆砂糖', 'ゴマ油']",約15分,300円前後,3,https://recipe.rakuten.co.jp/recipe/1320000884/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/202b54adc381e92efb7d963c641da425f222019a.90.2.3.2.jpg?thum=54,まちがいないっ！大根とこんにゃくの煮物,2.0,1.0,0.0,0.0,0.0,1
67,お弁当,20.0,https://recipe.rakuten.co.jp/category/20/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/eb2f27f434436225566c034083f98ddf2aaa0a50.50.2.3.2.jpg,お弁当のおかずにと思って作ったら、主人が、お弁当箱の半分のスペースは、これでいいよと言うぐらい絶賛してくれたので、我が家の定番おかずになりました(^^♪,2011/04/01 14:52:17,0,1,1290001623,ライム2141,https://image.space.rakuten.co.jp/d/strg/ctrl/3/eb2f27f434436225566c034083f98ddf2aaa0a50.50.2.3.2.jpg?thum=55,"['長ナス', 'ピーマン', '砂糖', '醤油', 'ゴマ油orサラダ油', 'だしの素', '白いりゴマ']",約10分,100円以下,3,https://recipe.rakuten.co.jp/recipe/1290001623/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/eb2f27f434436225566c034083f98ddf2aaa0a50.50.2.3.2.jpg?thum=54,主人が、いくらでも食べれると絶賛のナス・ピーマン,2.0,1.0,0.0,0.0,0.0,1
70,健康料理,39.0,https://recipe.rakuten.co.jp/category/39/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2eca78264f0f70d3547b82149f08743ded6df30e.36.2.3.2.jpg,"自宅のプランターで菊芋を栽培し、秋に収穫しました。生の菊芋が食べられる時期は限られているので
大きくゴロゴロにカットしてみました。",2014/11/19 20:40:01,0,0,1180006505,根岸農園,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2eca78264f0f70d3547b82149f08743ded6df30e.36.2.3.2.jpg?thum=55,"['菊芋', '片栗粉', '★醤油', '★砂糖', '★みりん', '白ごま', '＊オリーブオイル（サラダ油）']",約10分,100円以下,3,https://recipe.rakuten.co.jp/recipe/1180006505/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2eca78264f0f70d3547b82149f08743ded6df30e.36.2.3.2.jpg?thum=54,菊芋の甘辛揚げ,2.0,1.0,0.0,0.0,0.0,1
77,韓国料理,42.0,https://recipe.rakuten.co.jp/category/42/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f47116ae8792e7fb81ffaf27fc3be6e06e81bbc6.29.2.3.2.jpg,"鶏ガラスープの素が味の決め手！
病みつきな美味しさお試しアレ♬",2014/11/13 03:00:23,0,1,1270005638,らるむ。,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f47116ae8792e7fb81ffaf27fc3be6e06e81bbc6.29.2.3.2.jpg?thum=55,"['もやし', 'ほうれん草', '塩（野菜ボイル用）', '■', 'ナムルダレ', '鶏ガラスープの素（顆粒）', '醤油', '酒', 'ゴマ油', 'おろしニンニク（チューブ）', '塩・黒コショウ', 'すりゴマ（白）']",約15分,100円以下,3,https://recipe.rakuten.co.jp/recipe/1270005638/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f47116ae8792e7fb81ffaf27fc3be6e06e81bbc6.29.2.3.2.jpg?thum=54,病みつき間違いなし☆もやしとほうれん草のナムル,2.0,0.0,0.0,1.0,0.0,3
78,韓国料理,42.0,https://recipe.rakuten.co.jp/category/42/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fe9d063ef4b6f020732540e0e97020ce1024bb00.83.2.3.2.jpg,安くて美味しいもやしで簡単ナムルです！！おつまみに！あと一品に！,2015/04/04 06:06:09,0,0,1620021351,ピタちゃん6009,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fe9d063ef4b6f020732540e0e97020ce1024bb00.83.2.3.2.jpg?thum=55,"['もやし', 'ごま油', '醤油', '鶏がらスープの素', 'すりごま']",5分以内,100円以下,4,https://recipe.rakuten.co.jp/recipe/1620021351/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fe9d063ef4b6f020732540e0e97020ce1024bb00.83.2.3.2.jpg?thum=54,簡単一品！激ウマもやしのナムル,2.0,0.0,0.0,1.0,0.0,3
82,フランス料理,44.0,https://recipe.rakuten.co.jp/category/44/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/0ed9edfbee075ef36bfea7be38155cb82b87cdf2.92.2.3.2.jpg,"スモークサーモンと野菜にクリームチーズも入れてゼラチンで固めたテリーヌです。
彩りがきれいなテリーヌはおもてなしに華やかさをプラスしてくれます。",2016/12/16 10:32:30,0,1,1390032175,はなまる子♪,https://image.space.rakuten.co.jp/d/strg/ctrl/3/0ed9edfbee075ef36bfea7be38155cb82b87cdf2.92.2.3.2.jpg?thum=55,"['＝パウンド型（約18×8×7㎝）＝', 'スモークサーモン', 'クリームチーズ', 'アスパラガス', 'ブロッコリー（小房', 'ヤングコーン', '・・・野菜茹で汁Ａ・・・', '水', 'チキンコンソメ（固形', '塩', '・・・ゼリー液Ｂ・・・', '水', 'チキンコンソメ（固形', '塩、こしょう', '・・・・・・', '粉ゼラチン']",約1時間,指定なし,1,https://recipe.rakuten.co.jp/recipe/1390032175/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/0ed9edfbee075ef36bfea7be38155cb82b87cdf2.92.2.3.2.jpg?thum=54,おもてなしにスモークサーモンと野菜のテリーヌ,2.0,0.0,1.0,0.0,0.0,2
86,西洋料理,25.0,https://recipe.rakuten.co.jp/category/25/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/8637df6cc633e79e0db287d06c0f68b421643275.39.2.3.2.jpg,"ワイン、特にボジョレーにピッタリ！スペイン料理のアヒージョ。
簡単だけどとても美味しい！マッシュルームでもOK！
残ったオイルも全てお料理に使いましょう！",2012/10/24 20:48:22,0,1,1030004155,遊星。.:*・゜,https://image.space.rakuten.co.jp/d/strg/ctrl/3/8637df6cc633e79e0db287d06c0f68b421643275.39.2.3.2.jpg?thum=55,"['海老（殻付き）', '生椎茸', 'バジルorイタリアンパセリ', 'オリーブオイル', 'にんにく', '鷹の爪', '塩']",約15分,300円前後,2,https://recipe.rakuten.co.jp/recipe/1030004155/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/8637df6cc633e79e0db287d06c0f68b421643275.39.2.3.2.jpg?thum=54,簡単！美味い！海老のアヒージョ,2.0,0.0,1.0,0.0,0.0,2
87,西洋料理,25.0,https://recipe.rakuten.co.jp/category/25/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ab303966c4e1466fe35a7daa46cbcd9150a0e0ba.20.2.3.2.jpg,"全てフライパンに入れて火にかけるだけ、
簡単おいしいおつまみです。
マッシュルームは是非。
ワインとバゲットと、いかがでしょうか。",2016/03/29 10:47:19,0,1,1170011695,りりー 0420,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ab303966c4e1466fe35a7daa46cbcd9150a0e0ba.20.2.3.2.jpg?thum=55,"['きのこ(マッシュルーム、エリンギ、等)', 'ベーコン(あればパンチェッタ)', 'にんにく', 'エキストラバージンオリーブオイル', '塩', 'ブラックペッパー', 'パセリ(あれば)']",5分以内,100円以下,3,https://recipe.rakuten.co.jp/recipe/1170011695/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ab303966c4e1466fe35a7daa46cbcd9150a0e0ba.20.2.3.2.jpg?thum=54,パンが足りなくなる！きのことベーコンのアヒージョ,2.0,0.0,1.0,0.0,0.0,2
99,日本各地の郷土料理,48.0,https://recipe.rakuten.co.jp/category/48/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f162104a17946823cd654ac89c339f04c9e790be.45.2.3.2.jpg,甘めの醤油漬け汁で漬けた野沢菜、2週間程度で鼈甲色になりました。,2015/11/06 22:14:13,0,0,1460010746,ブルーボリジ,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f162104a17946823cd654ac89c339f04c9e790be.45.2.3.2.jpg?thum=55,"['野沢菜', '☆醤油、ミリン', '☆酢', '☆砂糖']",約30分,500円前後,3,https://recipe.rakuten.co.jp/recipe/1460010746/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f162104a17946823cd654ac89c339f04c9e790be.45.2.3.2.jpg?thum=54,野沢菜漬け,2.0,1.0,0.0,0.0,0.0,1
100,日本各地の郷土料理,48.0,https://recipe.rakuten.co.jp/category/48/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4e2097d91e465599faf3d8c7cb0ced954a31c49d.61.2.3.2.jpg,鹿児島県の山川漬けという醤油漬けの大根のお漬物です。,2014/03/10 17:04:16,0,0,1060007771,yumi1522,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4e2097d91e465599faf3d8c7cb0ced954a31c49d.61.2.3.2.jpg?thum=55,"['寒干し大根', '醤油', '酢', '酒', '砂糖', 'みりん']",指定なし,指定なし,4,https://recipe.rakuten.co.jp/recipe/1060007771/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4e2097d91e465599faf3d8c7cb0ced954a31c49d.61.2.3.2.jpg?thum=54,寒干し大根の漬け物　❤　鹿児島・山川漬け,2.0,1.0,0.0,0.0,0.0,1
102,おせち料理,49.0,https://recipe.rakuten.co.jp/category/49/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/527882c3cd109af3f68d140fd7046ad272b29f16.92.2.3.2.jpg,柚子の皮と絞り汁を一緒に漬け込んで、すぐにでもいただける大根なますです。,2010/12/19 16:04:49,0,1,1390000687,はなまる子♪,https://image.space.rakuten.co.jp/d/strg/ctrl/3/527882c3cd109af3f68d140fd7046ad272b29f16.92.2.3.2.jpg?thum=55,"['大根（中', 'ニンジン', '塩', '柚子（小）', '・・調味料', 'Ａ・・', '酢', '砂糖']",約15分,指定なし,2,https://recipe.rakuten.co.jp/recipe/1390000687/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/527882c3cd109af3f68d140fd7046ad272b29f16.92.2.3.2.jpg?thum=54,柚子の香りとお酢でさっぱり大根（紅白）なます,2.0,1.0,0.0,0.0,0.0,1
105,クリスマス,50.0,https://recipe.rakuten.co.jp/category/50/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/159e04300491a6d7ac5997953186ce930f02df02.28.2.3.2.jpg,"味付けは好みでもOK　チーズの残りは　ポテトサラダに入れても良いですし
ブロッコリーにのせて焼いても美味しいです",2012/10/30 16:22:50,0,1,1150006130,手作り大好き　さくら,https://image.space.rakuten.co.jp/d/strg/ctrl/3/159e04300491a6d7ac5997953186ce930f02df02.28.2.3.2.jpg?thum=55,"['じゃがいも', 'ブロッコリー', 'ミニトマト', 'スライスチーズ', 'コーン', 'ゆで卵', 'マヨネーズ', '塩コショウ']",指定なし,指定なし,3,https://recipe.rakuten.co.jp/recipe/1150006130/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/159e04300491a6d7ac5997953186ce930f02df02.28.2.3.2.jpg?thum=54,クリスマスツリーのポテトサラダ,2.0,0.0,1.0,0.0,0.0,2
114,夏（6月～8月）,53.0,https://recipe.rakuten.co.jp/category/53/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/eb6820a8c1b7035022ebbd7cd621ece8221a65e8.97.2.3.2.jpg,ささみときゅうりの冷やし中華っぽい酢の物が食べたかったので。,2014/06/25 09:59:15,0,1,1180006148,ムーミンママ24,https://image.space.rakuten.co.jp/d/strg/ctrl/3/eb6820a8c1b7035022ebbd7cd621ece8221a65e8.97.2.3.2.jpg?thum=55,"['きゅうり', 'ささみ', '◎ゴマ油', '◎しょうゆ', '◎酢', '◎砂糖', '塩']",約15分,100円以下,1,https://recipe.rakuten.co.jp/recipe/1180006148/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/eb6820a8c1b7035022ebbd7cd621ece8221a65e8.97.2.3.2.jpg?thum=54,ささみときゅうりの中華風酢の物,2.0,0.0,0.0,1.0,0.0,3
115,夏（6月～8月）,53.0,https://recipe.rakuten.co.jp/category/53/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1f7d28e4fbbeed2f559e0ee7f2a56392702f8c2f.30.2.3.2.jpg,"味つけはめんつゆと生姜で超簡単❤
焼いた茄子をすりおろし生姜を入れためんつゆで味を浸み込ませて、ねぎを散らしました♪
とろける茄子に家族も絶賛の簡単な一品です☆",2014/08/10 08:47:35,0,1,1010011230,ラズベリっち,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1f7d28e4fbbeed2f559e0ee7f2a56392702f8c2f.30.2.3.2.jpg?thum=55,"['茄子', 'ごま油', '☆生姜のすりおろし', '☆めんつゆ（３倍濃縮）', '☆水', 'ねぎ（小ねぎ等）']",約10分,300円前後,2,https://recipe.rakuten.co.jp/recipe/1010011230/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1f7d28e4fbbeed2f559e0ee7f2a56392702f8c2f.30.2.3.2.jpg?thum=54,なすがとろける✿簡単❤焼きなすの煮びたし,2.0,1.0,0.0,0.0,0.0,1
116,夏（6月～8月）,53.0,https://recipe.rakuten.co.jp/category/53/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b9439a7c2fd591879279d91e61d4fb6b09388f27.92.2.3.2.jpg,ささっと簡単、豚バラ肉と夏野菜の味噌味の炒めものです。　ご飯のおかずに、おつまみにお箸が進みます。,2013/03/26 16:31:30,0,1,1390015585,はなまる子♪,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b9439a7c2fd591879279d91e61d4fb6b09388f27.92.2.3.2.jpg?thum=55,"['豚バラ肉', 'なす', 'ピーマン', 'オリーブオイル', '・・調味料', 'Ａ・・', '味噌、酒', '砂糖', 'しょうゆ']",約10分,300円前後,3,https://recipe.rakuten.co.jp/recipe/1390015585/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b9439a7c2fd591879279d91e61d4fb6b09388f27.92.2.3.2.jpg?thum=54,ご飯がすすむ♪ 豚肉となすの味噌炒め☆,2.0,1.0,0.0,0.0,0.0,1
129,ベーコン,,https://recipe.rakuten.co.jp/category/10-68/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/d80a3b50ae250ada0743a42f9a108ede07c8656c.45.2.3.2.jpg,ベーコンがいいアクセントになってます,2013/11/28 11:54:17,0,0,1330008155,mint74,https://image.space.rakuten.co.jp/d/strg/ctrl/3/d80a3b50ae250ada0743a42f9a108ede07c8656c.45.2.3.2.jpg?thum=55,"['カリフラワー', 'ベーコン', '塩・こしょう', 'マヨネーズ', 'とろけるチーズ', '粉パセリ']",指定なし,指定なし,1,https://recipe.rakuten.co.jp/recipe/1330008155/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/d80a3b50ae250ada0743a42f9a108ede07c8656c.45.2.3.2.jpg?thum=54,カリフラワーとベーコンのマヨチーズ焼き,2.0,0.0,1.0,0.0,0.0,2
130,ベーコン,,https://recipe.rakuten.co.jp/category/10-68/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/9f83a2ca3fd502ccd34e55f3137779e218247d2e.77.2.3.2.jpg,"おつまみにもOK
じゃがいもとベーコン（ハム、魚肉ソーセージでもＯＫ）簡単1品

おべんとうのおかずにもぴったり",2014/09/23 11:18:03,0,0,1760019183,Jrとmc,https://image.space.rakuten.co.jp/d/strg/ctrl/3/9f83a2ca3fd502ccd34e55f3137779e218247d2e.77.2.3.2.jpg?thum=55,"['じゃがいも', 'ベーコン', '塩コショウ', '香り付け醤油']",5分以内,100円以下,2,https://recipe.rakuten.co.jp/recipe/1760019183/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/9f83a2ca3fd502ccd34e55f3137779e218247d2e.77.2.3.2.jpg?thum=54,5分でできちゃう!じゃがいもとベーコンの簡単炒め物,2.0,1.0,0.0,0.0,0.0,1
