,categoryName,categoryId,categoryUrl,foodImageUrl,recipeDescription,recipePublishday,shop,pickup,recipeId,nickname,smallImageUrl,recipeMaterial,recipeIndication,recipeCost,rank,recipeUrl,mediumImageUrl,recipeTitle,category,和食,洋食,中華,他,genre
12,卵料理,33.0,https://recipe.rakuten.co.jp/category/33/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/8b5373a9268ed41b918fe1a8000c6eb307552c3c.32.1.1.jpg,"味がしみたほくほく大根と卵に鶏肉！
温まりますよー！",2010/07/06 23:51:41,0,1,1730000015,yycafe,https://image.space.rakuten.co.jp/d/strg/ctrl/3/8b5373a9268ed41b918fe1a8000c6eb307552c3c.32.1.1.jpg?thum=55,"['手羽元or鶏もも肉', '大根', 'ゆで卵', '生姜', '水', '○砂糖', '○お酒', '○みりん', '○しょうゆ', 'ごま油']",指定なし,指定なし,1,https://recipe.rakuten.co.jp/recipe/1730000015/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/8b5373a9268ed41b918fe1a8000c6eb307552c3c.32.1.1.jpg?thum=54,鶏肉と大根の甘辛煮,1.0,1.0,0.0,0.0,0.0,1
14,卵料理,33.0,https://recipe.rakuten.co.jp/category/33/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2e9a5dfd86199a24115d495ad6d121890f519fd3.12.2.3.2.jpg,"甘酢あんは酸味を抑えたお味にしています。
あっという間に出来るので、時間のない日や何も作りたくない日には持ってこいの一品です^_^",2017/03/18 14:50:33,0,1,1510016881,みさきらりんず,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2e9a5dfd86199a24115d495ad6d121890f519fd3.12.2.3.2.jpg?thum=55,"['ご飯', '卵', 'カニカマ', '塩', 'サラダ油', '冷凍グリーンピース', '【甘酢あん】', '◎水', '◎醤油', '◎砂糖', '◎オイスターソース', '◎鶏ガラスープの素', '◎酢', '◎片栗粉']",約10分,100円以下,3,https://recipe.rakuten.co.jp/recipe/1510016881/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2e9a5dfd86199a24115d495ad6d121890f519fd3.12.2.3.2.jpg?thum=54,簡単すぎる♫けど美味しい♫ふわトロ天津飯,1.0,0.0,0.0,1.0,0.0,3
16,ご飯もの,14.0,https://recipe.rakuten.co.jp/category/14/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/66df3bdac2dc366427fc0dd68e8da799b8d06e99.21.2.3.2.jpg,吉野家に負けない、美味しいツユだく牛丼です！しかも、超簡単^^♪,2011/05/31 20:36:46,0,1,1210001576,hanakohanao,https://image.space.rakuten.co.jp/d/strg/ctrl/3/66df3bdac2dc366427fc0dd68e8da799b8d06e99.21.2.3.2.jpg?thum=55,"['牛バラ肉', 'たまねぎ', 'だしの素', '水', 'しょうが', 'しょうゆ', '酒', '砂糖']",約15分,500円前後,2,https://recipe.rakuten.co.jp/recipe/1210001576/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/66df3bdac2dc366427fc0dd68e8da799b8d06e99.21.2.3.2.jpg?thum=54,♪♪吉●家より美味しい？ツユだく吉野家風牛丼♪♪,1.0,1.0,0.0,0.0,0.0,1
18,ご飯もの,14.0,https://recipe.rakuten.co.jp/category/14/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/e8c769e2aa930859230fa2ebe6404ca2cab1ba73.15.2.3.2.jpg,"子供に大人気!!鶏そぼろ丼です。
冷凍にして弁当にも活用できます。",2011/12/15 21:01:33,0,1,1990003061,kirara★,https://image.space.rakuten.co.jp/d/strg/ctrl/3/e8c769e2aa930859230fa2ebe6404ca2cab1ba73.15.2.3.2.jpg?thum=55,"['★鶏のひき肉', 'しょうゆ', '砂糖', '粉末生姜', '酒・みりん', '★たまご', '砂糖', '牛乳', 'サラダ油']",約15分,300円前後,4,https://recipe.rakuten.co.jp/recipe/1990003061/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/e8c769e2aa930859230fa2ebe6404ca2cab1ba73.15.2.3.2.jpg?thum=54,初心者でも簡単にできる　鶏そぼろ丼　弁当にも!!,1.0,1.0,0.0,0.0,0.0,1
19,パスタ,15.0,https://recipe.rakuten.co.jp/category/15/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/864ede9682985fd0daf14525c9b9af45f182df92.46.2.3.2.jpg,素人でもこれだけの味が出せれば完璧です！ぜひお試しを♪,2013/09/17 14:02:06,0,1,1050009078,uzuratukune3,https://image.space.rakuten.co.jp/d/strg/ctrl/3/864ede9682985fd0daf14525c9b9af45f182df92.46.2.3.2.jpg?thum=55,"['パスタ', '塩', 'コンソメの素(顆粒)', 'ニンニク', '赤唐辛子', 'パセリのみじんぎり', 'オリーブ油']",約15分,100円以下,1,https://recipe.rakuten.co.jp/recipe/1050009078/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/864ede9682985fd0daf14525c9b9af45f182df92.46.2.3.2.jpg?thum=54,絶対にうまい！ペペロンチーノ,1.0,0.0,1.0,0.0,0.0,2
20,パスタ,15.0,https://recipe.rakuten.co.jp/category/15/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/db5af4efb09a590656677dc29d8cfe907dd590b5.12.2.3.2.jpg,"寒い季節には温かいスープパスタで体の中から温まりましょ(*´꒳`*)
ほうれん草やハムなどクリーム系と相性の良い具材をたっぷり入れました♫",2017/10/10 16:04:58,0,1,1510019293,みさきらりんず,https://image.space.rakuten.co.jp/d/strg/ctrl/3/db5af4efb09a590656677dc29d8cfe907dd590b5.12.2.3.2.jpg?thum=55,"['パスタ', 'ほうれん草', '玉ねぎ', 'しめじ', 'ハムorベーコン', 'バター', 'おろしニンニク', '◎水', '◎顆粒コンソメ', '◎みりん', '★牛乳', '★ブラックペッパー', '★塩']",約15分,300円前後,2,https://recipe.rakuten.co.jp/recipe/1510019293/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/db5af4efb09a590656677dc29d8cfe907dd590b5.12.2.3.2.jpg?thum=54,簡単美味♡クリームスープパスタ,1.0,0.0,1.0,0.0,0.0,2
21,パスタ,15.0,https://recipe.rakuten.co.jp/category/15/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b9cc124420f61fdf2cb65d41592da944fb09a88e.70.2.3.2.jpg,"カルボナーラは卵、ベーコン、チーズ、黒胡椒の味を楽しむ料理ってご存知ですか？本場では生クリームは使わないんです！
実際にイタリアで食べた味を再現してみました♪",2016/05/18 21:43:46,0,1,1490006720,サラリーマンの晩餐,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b9cc124420f61fdf2cb65d41592da944fb09a88e.70.2.3.2.jpg?thum=55,"['パスタ', 'ベーコン', '卵', 'パルメザンチーズ', 'ブラックペッパー', 'オリーブオイル', '水', '塩']",5分以内,100円以下,3,https://recipe.rakuten.co.jp/recipe/1490006720/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/b9cc124420f61fdf2cb65d41592da944fb09a88e.70.2.3.2.jpg?thum=54,簡単！失敗なし！生クリーム不要！濃厚カルボナーラ♪,1.0,0.0,1.0,0.0,0.0,2
22,パスタ,15.0,https://recipe.rakuten.co.jp/category/15/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/496442093958c55c86f5acfdd62f208ff06464f0.76.2.3.2.jpg,生クリームを使っていないのでヘルシー！？,2011/02/25 16:19:11,0,1,1770001825,ponrinn,https://image.space.rakuten.co.jp/d/strg/ctrl/3/496442093958c55c86f5acfdd62f208ff06464f0.76.2.3.2.jpg?thum=55,"['パスタ', '明太子（薄皮除く）', '牛乳', 'マヨネーズ', 'バター', '塩']",指定なし,指定なし,4,https://recipe.rakuten.co.jp/recipe/1770001825/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/496442093958c55c86f5acfdd62f208ff06464f0.76.2.3.2.jpg?thum=54,牛乳で簡単♪明太子クリームパスタ,1.0,0.0,1.0,0.0,0.0,2
23,麺・粉物料理,16.0,https://recipe.rakuten.co.jp/category/16/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/508338eaaad906314c31229df5e927a6a852a827.32.2.3.2.jpg,カレーの翌日は必ずカレーうどんにします！簡単ですがおいしいです！,2013/09/04 21:29:23,0,0,1490004239,nyanpyow,https://image.space.rakuten.co.jp/d/strg/ctrl/3/508338eaaad906314c31229df5e927a6a852a827.32.2.3.2.jpg?thum=55,"['カレー', 'うどん', 'めんつゆ（3倍濃縮）', '水', 'きざみねぎ']",約10分,指定なし,2,https://recipe.rakuten.co.jp/recipe/1490004239/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/508338eaaad906314c31229df5e927a6a852a827.32.2.3.2.jpg?thum=54,カレーの残りで！☆簡単カレーうどん☆,1.0,1.0,0.0,0.0,0.0,1
24,麺・粉物料理,16.0,https://recipe.rakuten.co.jp/category/16/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/39a4b0c5a6c25933f00f95675533f2b536ded26e.21.2.3.2.jpg,"●カロリー：1人分852kcal
●卵を乗せるだけでちょっと豪華に！",2020/06/06 16:24:41,0,1,1400031178,はるままぽん(管理栄養士),https://image.space.rakuten.co.jp/d/strg/ctrl/3/39a4b0c5a6c25933f00f95675533f2b536ded26e.21.2.3.2.jpg?thum=55,"['焼きそば麺', '豚こま切れ肉', 'にんじん', 'キャベツ', 'サラダ油', '塩こしょう', '添付の焼きそばソース', '卵', 'サラダ油', 'お好みソース', 'マヨネーズ', '鰹節', '青ねぎ(刻み)']",約15分,500円前後,3,https://recipe.rakuten.co.jp/recipe/1400031178/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/39a4b0c5a6c25933f00f95675533f2b536ded26e.21.2.3.2.jpg?thum=54,トロトロ卵の「オム焼きそば」,1.0,0.0,1.0,0.0,0.0,2
25,麺・粉物料理,16.0,https://recipe.rakuten.co.jp/category/16/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/26509c2dc783f0348c5b0d5a1919f560d29a2b54.12.2.3.2.jpg,"豚バラ肉・キャベツ・長ネギ、それぞれの素材の甘味が絶妙なバランスのあんかけ焼そばです(*´꒳`*)
簡単・手軽で休日ランチにぴったり♫",2018/04/17 08:28:48,0,0,1510020201,みさきらりんず,https://image.space.rakuten.co.jp/d/strg/ctrl/3/26509c2dc783f0348c5b0d5a1919f560d29a2b54.12.2.3.2.jpg?thum=55,"['焼きそば麺', 'キャベツ', '長ネギ', '豚ばら肉', '万能ネギ', 'おろし生姜', 'ごま油', 'サラダ油', '◎水', '◎酒', '◎みりん', '◎鶏がらスープの素', '◎オイスターソース', '◎砂糖', '◎塩・胡椒', '★片栗粉', '★水']",約15分,300円前後,4,https://recipe.rakuten.co.jp/recipe/1510020201/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/26509c2dc783f0348c5b0d5a1919f560d29a2b54.12.2.3.2.jpg?thum=54,★豚バラ肉とキャベツのあんかけ焼そば★,1.0,0.0,0.0,1.0,0.0,3
30,鍋料理,23.0,https://recipe.rakuten.co.jp/category/23/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/9f505255ad6c955dafe2e71d689129355b5e83e8.75.2.3.2.jpg,こんなに手間要らずなレシピですが、彼も絶賛でした＾＾,2011/11/13 13:06:49,0,1,1460001969,みとえみ,https://image.space.rakuten.co.jp/d/strg/ctrl/3/9f505255ad6c955dafe2e71d689129355b5e83e8.75.2.3.2.jpg?thum=55,"['白菜', '豚肉（豚こまor豚バラ）', '★日本酒', '★醤油', '★にんにくチューブ、生姜チューブ']",指定なし,指定なし,1,https://recipe.rakuten.co.jp/recipe/1460001969/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/9f505255ad6c955dafe2e71d689129355b5e83e8.75.2.3.2.jpg?thum=54,【失敗なしっ！】白菜と豚肉のミルフィーユ鍋♪,1.0,1.0,0.0,0.0,0.0,1
31,鍋料理,23.0,https://recipe.rakuten.co.jp/category/23/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/87219ee8b134c7c353d4988000af535af273484b.05.2.3.2.jpg,"にんにくと味噌の出汁が美味しい♪
コク旨の味噌鍋です(*^_^*)
初めて作りましたが、これはオススメ☆",2012/02/02 12:26:02,0,1,1920003405,Nao’s,https://image.space.rakuten.co.jp/d/strg/ctrl/3/87219ee8b134c7c353d4988000af535af273484b.05.2.3.2.jpg?thum=55,"['白菜', '豆腐', 'もやし', '豚肉', '油揚げ', '刻みネギ', '■だし汁', '水', '顆粒だしの素', 'にんにくすりおろし', 'おろししょうが', '醤油', '味噌', '砂糖']",約15分,300円前後,2,https://recipe.rakuten.co.jp/recipe/1920003405/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/87219ee8b134c7c353d4988000af535af273484b.05.2.3.2.jpg?thum=54,豚肉と白菜の味噌鍋♪,1.0,1.0,0.0,0.0,0.0,1
32,鍋料理,23.0,https://recipe.rakuten.co.jp/category/23/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/22ad1b6ac06ddf009fc8c24f113388ce0aa31cd2.54.2.3.2.jpg,プリップリの牡蠣が美味しい味噌鍋です。,2014/12/20 20:50:40,0,1,1820012157,みーちゃん6914,https://image.space.rakuten.co.jp/d/strg/ctrl/3/22ad1b6ac06ddf009fc8c24f113388ce0aa31cd2.54.2.3.2.jpg?thum=55,"['冷凍牡蠣', '白菜', '白ネギ', '水菜', 'エノキ（椎茸など他のキノコでも可）', '豆腐', '葛きり', '蒲鉾', '春菊（なくてもOK）', 'スライス餅（なくてもOK）', '水', '和風だし', '味噌']",約30分,指定なし,3,https://recipe.rakuten.co.jp/recipe/1820012157/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/22ad1b6ac06ddf009fc8c24f113388ce0aa31cd2.54.2.3.2.jpg?thum=54,ポカポカ温まる！牡蠣の味噌鍋,1.0,1.0,0.0,0.0,0.0,1
33,鍋料理,23.0,https://recipe.rakuten.co.jp/category/23/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/65548eb76d4b2e6f81203443e4dae5ae15002031.24.2.3.2.jpg,簡単にできるあっさり塩ちゃんこ鍋です。,2016/02/18 12:32:56,0,0,1770022600,うーころちゃん,https://image.space.rakuten.co.jp/d/strg/ctrl/3/65548eb76d4b2e6f81203443e4dae5ae15002031.24.2.3.2.jpg?thum=55,"['鶏もも肉', 'キャベツ', '豆腐', '☆鶏ガラスープの素', '☆塩', '☆ごま油', '☆にんにく（チューブ入り）', '☆水']",約15分,300円前後,4,https://recipe.rakuten.co.jp/recipe/1770022600/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/65548eb76d4b2e6f81203443e4dae5ae15002031.24.2.3.2.jpg?thum=54,簡単手作り☆鶏肉とキャベツの塩ちゃんこ鍋,1.0,1.0,0.0,0.0,0.0,1
46,肉,10.0,https://recipe.rakuten.co.jp/category/10/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fbd7dd260d736654532e6c0b1ec185a0cede8675.49.2.3.2.jpg,そのままでも、ご飯にのせて丼にしても♪,2017/10/10 22:37:34,0,0,1760028309,はぁぽじ,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fbd7dd260d736654532e6c0b1ec185a0cede8675.49.2.3.2.jpg?thum=55,"['鶏むね肉', '塩', '酒', '片栗粉', '○水', '○塩', '○鶏がらスープの素', '○黒胡椒', '長ネギ', 'いりごま', 'ごま油']",約10分,300円前後,1,https://recipe.rakuten.co.jp/recipe/1760028309/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fbd7dd260d736654532e6c0b1ec185a0cede8675.49.2.3.2.jpg?thum=54,ご飯がすすむ！鶏むね肉のねぎ塩焼き,1.0,1.0,0.0,0.0,0.0,1
47,肉,10.0,https://recipe.rakuten.co.jp/category/10/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/86c80c740d2391d75772e27b6f3f4652475f07c5.12.2.3.2.jpg,具材はたっぷりの白菜と少しの豚肉のみ♫寒い季節にぴったりなとろ〜りあんかけです(*´꒳`*)鶏ガラスープの素とオイスターソースで中華味に仕上げました♡,2019/01/13 10:38:17,0,0,1510021232,みさきらりんず,https://image.space.rakuten.co.jp/d/strg/ctrl/3/86c80c740d2391d75772e27b6f3f4652475f07c5.12.2.3.2.jpg?thum=55,"['白菜', '豚薄切り肉', '★水', '★みりん', '★醤油', '★オイスターソース', '★鶏ガラスープ', '★砂糖', 'ごま油', '☆片栗粉', '☆水']",約15分,300円前後,2,https://recipe.rakuten.co.jp/recipe/1510021232/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/86c80c740d2391d75772e27b6f3f4652475f07c5.12.2.3.2.jpg?thum=54,節約☆簡単☆白菜と豚肉の中華あんかけ,1.0,0.0,0.0,1.0,0.0,3
